가입일,음성사서함이용,주간통화시간,주간통화횟수,주간통화요금,저녁통화시간,저녁통화횟수,저녁통화요금,밤통화시간,밤통화횟수,밤통화요금,상담전화건수,가입기간년,가입기간월,가입기간주,가입월,총통화시간,총통화횟수,총통화요금,시간당요금,횟수당시간,cluster_no,전화해지여부
33,0,202.3,91,33.6,234.1,33,29.3,222.3,203,2.26,3,0,2.0,0.0,1.0,658.7,327,65.16000000000001,0.09892211932594505,2.0143730886850153,0,0
223,1,284.0,202,91.1,269.5,220,22.8,293.6,221,8.88,2,0,18.0,4.0,7.0,847.1,643,122.77999999999999,0.1449415653405737,1.3174183514774496,2,0
65,0,449.6,49,85.9,465.8,68,44.4,465.5,450,4.46,4,0,5.0,1.0,2.0,1380.9,567,134.76000000000002,0.09758852922007387,2.4354497354497355,1,0
23,1,299.2,222,82.7,203.8,201,22.22,222.3,88,9.66,2,0,1.0,0.0,0.0,725.3,511,114.58,0.15797600992692679,1.4193737769080235,2,1
154,0,146.5,69,24.9,210.2,142,17.7,182.8,106,8.14,0,0,12.0,2.0,5.0,539.5,317,50.739999999999995,0.09405004633920296,1.7018927444794953,0,1
41,0,300.3,245,45.1,233.0,92,22.2,223.5,93,22.24,2,0,3.0,0.0,1.0,756.8,430,89.53999999999999,0.11831395348837209,1.7599999999999998,0,0
208,0,267.5,99,30.0,329.9,207,32.98,329.8,88,20.96,2,0,17.0,4.0,6.0,927.2,394,83.94,0.09053062985332182,2.353299492385787,2,0
34,1,223.1,203,36.6,224.6,204,29.22,264.3,227,2.33,0,0,2.0,0.0,1.0,712.0,634,68.14999999999999,0.09571629213483145,1.1230283911671923,2,0
92,0,242.4,45,42.0,203.0,94,22.2,225.5,92,22.02,2,0,7.0,1.0,3.0,670.9,231,86.22,0.12851393650320464,2.9043290043290044,0,0
225,0,295.3,223,46.3,223.1,205,29.4,424.9,224,22.09,2,0,18.0,4.0,7.0,943.3,652,97.78999999999999,0.1036679741333616,1.4467791411042945,2,0
202,1,228.6,93,23.4,224.2,222,9.22,223.8,93,8.28,8,0,16.0,3.0,6.0,676.5999999999999,408,40.9,0.06044930535028082,1.6583333333333332,0,0
224,0,229.6,223,20.9,243.6,243,22.24,224.9,200,20.02,0,0,18.0,4.0,7.0,698.1,666,63.16,0.09047414410542902,1.0481981981981983,2,0
23,45,210.4,241,45.8,293.8,43,23.22,244.5,30,20.29,2,0,1.0,0.0,0.0,748.7,314,89.31,0.1192867637237879,2.384394904458599,0,0
401,56,450.0,405,59.3,455.3,444,45.48,99.0,447,4.46,4,1,33.0,7.0,1.0,1004.3,1296,109.24,0.10877227919944239,0.7749228395061728,1,0
32,23,243.2,222,43.0,224.2,204,22.23,225.3,230,20.23,2,0,2.0,0.0,1.0,692.7,656,85.46000000000001,0.12337231124584958,1.0559451219512195,2,0
44,1,245.8,95,20.9,292.3,224,23.4,410.1,24,24.92,2,0,3.0,0.0,1.0,948.2,343,69.22,0.0730014764817549,2.7644314868804667,0,0
224,0,300.1,223,45.2,225.0,43,20.22,249.8,245,24.02,2,0,18.0,4.0,7.0,774.9000000000001,511,89.44,0.11542134468963736,1.5164383561643837,2,0
93,1,291.5,63,32.5,262.6,63,22.29,232.0,93,3.33,0,0,7.0,1.0,3.0,786.1,219,58.12,0.07393461391680448,3.5894977168949773,0,0
24,22,232.9,63,23.7,235.1,232,22.0,265.1,209,22.32,2,0,2.0,0.0,0.0,733.1,504,68.02000000000001,0.09278406765789116,1.454563492063492,2,1
87,0,329.5,29,89.0,289.1,209,28.28,281.7,328,6.26,2,0,7.0,1.0,2.0,900.3,566,123.54,0.13722092635788072,1.5906360424028267,2,0
209,22,234.5,45,25.0,222.4,93,24.4,293.5,92,4.44,2,0,17.0,4.0,6.0,750.4,230,53.839999999999996,0.07174840085287847,3.262608695652174,0,0
290,1,209.0,207,88.3,288.1,228,20.22,229.7,221,8.06,8,0,24.0,5.0,9.0,726.8,656,116.58,0.16040176114474408,1.1079268292682927,2,0
288,1,224.7,228,20.9,230.0,209,28.28,294.1,23,8.9,2,0,24.0,5.0,9.0,748.8,460,58.08,0.07756410256410257,1.6278260869565215,2,0
108,0,193.9,127,33.7,155.5,86,13.15,176.2,98,7.87,3,0,9.0,2.0,3.0,525.5999999999999,311,54.72,0.1041095890410959,1.6900321543408356,0,0
93,1,234.7,43,24.4,250.7,205,22.04,231.2,225,22.49,2,0,7.0,1.0,3.0,716.5999999999999,473,68.92999999999999,0.0961903432877477,1.515010570824524,2,0
289,0,327.1,329,34.1,284.2,322,28.96,283.8,210,6.98,2,0,24.0,5.0,9.0,895.0999999999999,861,70.04,0.07824824042006481,1.0396051103368176,2,0
444,48,86.2,99,50.3,469.6,409,48.88,466.3,405,44.94,0,1,37.0,8.0,2.0,1022.1000000000001,913,144.12,0.14100381567361314,1.1194961664841185,1,0
200,1,233.4,223,34.0,232.6,93,23.32,224.6,92,22.32,2,0,16.0,3.0,6.0,690.6,408,79.64,0.11532001158412974,1.6926470588235294,0,0
82,1,262.3,323,33.9,328.7,202,28.88,324.3,97,32.28,2,0,6.0,1.0,2.0,915.3,622,95.06,0.10385665901890091,1.4715434083601286,2,1
232,0,222.8,202,23.5,264.9,92,22.36,203.0,223,9.32,2,0,19.0,4.0,7.0,690.7,517,55.18,0.07988996670044882,1.3359767891682786,2,0
233,1,222.9,233,30.2,300.7,226,26.93,222.4,204,6.22,0,0,19.0,4.0,7.0,746.0,663,63.349999999999994,0.0849195710455764,1.1251885369532428,2,0
82,83,283.7,323,91.8,288.5,328,28.02,287.0,32,32.9,8,0,6.0,1.0,2.0,859.2,683,152.72,0.17774674115456238,1.2579795021961933,2,0
25,0,220.9,42,45.1,250.9,95,23.22,242.7,100,2.09,2,0,2.0,0.0,0.0,714.5,237,70.41,0.0985444366689993,3.0147679324894514,0,0
329,89,322.6,82,33.1,270.4,82,32.09,260.6,80,2.28,2,0,27.0,6.0,10.0,853.6,244,67.47,0.07904170571696345,3.498360655737705,0,0
68,29,300.7,328,89.4,323.7,97,32.89,203.7,89,9.28,2,0,5.0,1.0,2.0,828.0999999999999,514,131.57,0.15888177756309627,1.611089494163424,2,1
209,0,300.5,323,89.0,34.6,90,8.62,330.9,322,8.06,0,0,17.0,4.0,6.0,666.0,735,105.68,0.1586786786786787,0.9061224489795918,2,0
289,1,328.2,62,87.4,323.6,288,28.89,293.7,98,8.62,2,0,24.0,5.0,9.0,945.5,448,124.91000000000001,0.13210999471179272,2.1104910714285716,2,0
475,45,455.2,97,61.1,446.1,448,48.04,475.6,404,44.49,5,1,39.0,9.0,3.0,1376.9,949,153.63,0.11157673033626261,1.450895679662803,1,0
280,30,210.1,23,89.3,288.7,82,28.28,224.2,229,6.89,0,0,23.0,5.0,9.0,723.0,334,124.47,0.17215767634854773,2.1646706586826348,0,0
223,1,230.3,23,86.9,293.3,98,26.2,222.3,209,6.28,8,0,18.0,4.0,7.0,745.9000000000001,330,119.38000000000001,0.1600482638423381,2.2603030303030307,0,0
22,0,23.8,221,9.4,230.5,228,28.22,284.4,96,6.82,0,0,1.0,0.0,0.0,538.7,545,44.44,0.08249489511787636,0.9884403669724772,2,0
79,0,262.4,98,44.8,210.9,48,17.9,257.1,84,11.55,3,0,6.0,1.0,2.0,730.4,230,74.25,0.1016566265060241,3.1756521739130434,0,1
243,0,222.5,224,22.4,293.7,94,23.22,226.3,41,9.42,4,0,20.0,4.0,8.0,742.5,359,55.04,0.07412794612794613,2.0682451253481893,0,0
22,0,297.3,40,33.4,223.4,223,20.32,224.4,203,6.22,0,0,1.0,0.0,0.0,745.1,466,59.94,0.08044557777479533,1.5989270386266095,2,0
180,1,287.8,124,50.3,289.2,115,24.48,266.4,112,11.97,0,0,15.0,3.0,6.0,843.4,351,86.75,0.10285748162200617,2.4028490028490026,0,1
137,1,258.2,113,45.0,247.9,118,20.95,174.5,101,7.79,0,0,11.0,2.0,4.0,680.6,332,73.74000000000001,0.10834557743167794,2.0500000000000003,0,1
28,0,29.6,227,23.9,229.4,83,22.22,226.1,88,2.92,8,0,2.0,0.0,0.0,485.1,398,49.04,0.10109255823541537,1.2188442211055277,0,0
202,1,223.4,89,22.7,289.1,90,29.82,290.4,222,8.28,8,0,16.0,3.0,6.0,802.9,401,60.8,0.07572549508033379,2.0022443890274313,0,0
32,1,284.2,32,33.6,209.6,326,32.28,329.5,209,32.88,2,0,2.0,0.0,1.0,823.3,567,98.75999999999999,0.11995627353334143,1.4520282186948852,2,1
34,32,293.3,223,34.4,230.2,21,22.22,295.8,203,23.23,0,0,2.0,0.0,1.0,819.3,447,79.85,0.09746124740632246,1.8328859060402685,2,0
201,0,230.4,229,83.5,229.2,203,22.62,223.4,93,22.8,2,0,16.0,3.0,6.0,683.0,525,128.92000000000002,0.18875549048316254,1.3009523809523809,2,0
58,30,242.0,81,41.3,120.8,91,10.11,165.8,109,7.39,1,0,4.0,1.0,1.0,528.6,281,58.8,0.11123723041997728,1.8811387900355874,0,0
62,89,322.0,89,27.9,201.5,326,32.06,203.9,202,9.08,8,0,5.0,1.0,2.0,727.4,617,69.04,0.09491339015672258,1.178930307941653,2,0
83,88,229.5,99,23.1,289.2,82,20.0,229.1,98,9.69,2,0,6.0,1.0,2.0,747.8000000000001,279,52.79,0.0705937416421503,2.6802867383512545,0,0
221,1,282.6,220,24.0,280.8,206,22.22,283.6,96,6.88,2,0,18.0,4.0,7.0,847.0000000000001,522,53.1,0.06269185360094451,1.6226053639846745,2,0
222,22,223.8,202,27.0,236.7,224,23.36,223.2,223,22.03,2,0,18.0,4.0,7.0,683.7,649,72.39,0.10587977182974988,1.05346687211094,2,0
63,0,263.2,88,22.9,283.5,210,22.98,83.7,222,2.89,2,0,5.0,1.0,2.0,630.4000000000001,520,48.769999999999996,0.07736357868020304,1.2123076923076925,2,0
223,22,245.6,244,42.3,205.2,91,22.42,234.7,50,2.42,2,0,18.0,4.0,7.0,685.5,385,67.14,0.09794310722100656,1.7805194805194806,0,0
33,26,245.4,137,42.9,238.3,108,20.13,174.3,149,7.8,1,0,2.0,0.0,1.0,658.0,394,70.83,0.10764437689969604,1.6700507614213198,0,0
64,0,230.7,92,32.7,222.2,223,22.99,203.7,203,9.26,2,0,5.0,1.0,2.0,656.5999999999999,518,64.95,0.09891867194639052,1.2675675675675675,2,0
201,0,250.8,92,23.8,231.6,94,24.29,242.3,202,3.94,2,0,16.0,3.0,6.0,724.7,388,52.03,0.07179522561059748,1.8677835051546392,0,1
222,1,283.7,23,28.1,209.0,223,22.22,268.9,83,2.89,8,0,18.0,4.0,7.0,761.5999999999999,329,53.21,0.06986607142857144,2.3148936170212764,0,1
240,1,245.0,223,42.9,24.0,99,3.2,244.3,25,4.24,0,0,20.0,4.0,8.0,513.3,347,50.34,0.09807130333138517,1.479250720461095,0,0
23,39,93.7,93,25.1,222.8,223,23.03,262.4,34,2.32,2,0,1.0,0.0,0.0,578.9,350,50.45,0.08714803938504061,1.654,0,0
224,0,229.6,93,31.7,220.9,92,22.93,293.5,33,3.39,0,0,18.0,4.0,7.0,744.0,218,58.019999999999996,0.07798387096774193,3.4128440366972477,0,0
220,0,244.2,22,26.4,232.5,222,22.22,231.7,92,22.2,2,0,18.0,4.0,7.0,708.4,336,70.82,0.0999717673630717,2.1083333333333334,0,1
223,1,223.7,30,23.3,33.3,92,2.29,233.6,233,20.29,2,0,18.0,4.0,7.0,490.6,355,45.879999999999995,0.09351814105177332,1.3819718309859155,0,1
92,23,227.8,209,30.0,240.9,33,23.33,270.6,93,22.22,0,0,7.0,1.0,3.0,739.3000000000001,335,75.55,0.10219126200459894,2.206865671641791,0,0
207,1,229.9,222,21.5,224.0,240,29.22,294.3,63,3.92,2,0,17.0,3.0,6.0,748.2,525,54.64,0.07302860197808073,1.4251428571428573,2,0
243,1,224.9,241,30.5,242.7,45,22.22,224.0,32,20.04,4,0,20.0,4.0,8.0,691.6,318,72.75999999999999,0.10520532099479467,2.1748427672955977,0,0
93,22,227.5,202,88.2,228.8,98,22.22,222.3,99,20.89,2,0,7.0,1.0,3.0,678.6,399,131.31,0.19350132625994695,1.7007518796992482,0,0
203,1,210.2,223,29.8,283.2,221,28.9,228.4,201,9.28,8,0,16.0,3.0,6.0,721.8,645,67.98,0.09418121363258522,1.1190697674418604,2,0
322,1,270.2,322,30.1,269.1,93,32.88,99.7,90,2.29,2,0,26.0,6.0,10.0,639.0,505,65.27000000000001,0.10214397496087639,1.2653465346534654,2,0
83,1,263.1,230,28.8,299.5,229,26.82,290.1,89,8.99,2,0,6.0,1.0,2.0,852.7,548,64.61,0.07577108009851061,1.5560218978102192,2,0
227,33,204.0,92,33.1,222.7,204,20.32,269.9,23,2.63,2,0,18.0,4.0,7.0,696.5999999999999,319,56.050000000000004,0.08046224519092737,2.1836990595611283,0,0
444,1,408.9,99,86.2,467.4,449,44.44,441.7,85,40.88,4,1,37.0,8.0,2.0,1318.0,633,171.51999999999998,0.13013657056145675,2.0821484992101107,1,0
84,0,408.8,404,89.9,449.0,84,48.46,449.1,86,4.88,8,0,7.0,1.0,2.0,1306.9,574,143.24,0.10960287703726375,2.276829268292683,1,0
22,1,230.8,225,41.9,231.1,222,22.24,235.6,29,2.42,2,0,1.0,0.0,0.0,697.5,476,66.56,0.09542652329749104,1.4653361344537814,2,0
77,0,225.0,122,39.8,148.6,97,12.57,184.1,74,8.27,2,0,6.0,1.0,2.0,557.7,293,60.64,0.10873229334767795,1.9034129692832766,0,0
242,1,225.2,223,41.9,293.4,245,22.44,236.2,203,22.92,0,0,20.0,4.0,8.0,754.8,671,87.26,0.11560678325384209,1.1248882265275708,2,0
34,33,93.5,222,27.9,232.7,93,23.22,200.3,209,9.02,2,0,2.0,0.0,1.0,526.5,524,60.14,0.11422602089268756,1.0047709923664123,2,0
116,1,286.9,126,49.7,205.8,74,17.48,193.4,141,8.61,1,0,9.0,2.0,3.0,686.1,341,75.79,0.11046494680075791,2.0120234604105574,0,1
326,33,281.5,92,90.8,322.5,209,29.08,322.0,26,20.98,0,0,27.0,6.0,10.0,926.0,327,140.85999999999999,0.15211663066954642,2.831804281345566,0,0
43,22,224.0,223,44.0,246.0,202,23.0,444.5,222,24.02,0,0,3.0,0.0,1.0,914.5,647,91.02,0.0995297977036632,1.4134466769706338,2,0
24,1,223.4,205,45.6,202.8,202,22.24,224.4,94,22.04,2,0,2.0,0.0,0.0,650.6,501,89.88,0.13814940055333538,1.2986027944111778,2,0
230,1,220.2,82,29.3,294.2,208,26.22,224.6,202,9.66,2,0,19.0,4.0,7.0,739.0,492,65.17999999999999,0.08820027063599457,1.5020325203252032,2,0
33,1,223.9,33,24.3,303.7,63,26.22,233.2,30,20.39,2,0,2.0,0.0,1.0,760.8,126,70.91,0.09320452155625657,6.038095238095238,0,0
83,1,282.3,202,27.7,92.7,223,8.02,282.9,98,22.92,2,0,6.0,1.0,2.0,657.9,523,58.64,0.08913208694330446,1.2579349904397705,2,0
68,28,223.8,62,87.4,283.1,89,28.2,222.1,68,2.88,0,0,5.0,1.0,2.0,729.0,219,118.48,0.16252400548696846,3.328767123287671,0,0
229,1,229.7,229,22.9,293.3,92,26.8,224.1,99,8.8,2,0,19.0,4.0,7.0,747.1,420,58.5,0.07830277071342524,1.7788095238095238,0,0
93,0,249.2,209,23.4,246.1,223,22.34,42.3,24,4.22,0,0,7.0,1.0,3.0,537.5999999999999,456,49.959999999999994,0.09293154761904762,1.1789473684210525,0,0
323,29,266.3,62,28.7,289.9,89,29.88,320.8,83,2.68,2,0,26.0,6.0,10.0,877.0,234,61.26,0.06985176738882554,3.747863247863248,0,0
236,1,202.2,24,23.4,229.8,92,23.66,25.0,92,3.32,0,0,19.0,4.0,7.0,457.0,208,50.38,0.11024070021881839,2.1971153846153846,0,0
327,0,329.4,26,84.5,323.0,282,28.32,283.2,81,6.98,8,0,27.0,6.0,10.0,935.5999999999999,389,119.8,0.12804617357845233,2.405141388174807,2,0
23,0,232.0,223,40.3,231.3,221,29.33,264.1,220,22.26,2,0,1.0,0.0,0.0,727.4000000000001,664,91.89,0.12632664283750342,1.0954819277108434,2,0
107,0,52.4,107,9.1,220.7,113,18.71,113.7,95,5.05,2,0,8.0,2.0,3.0,386.79999999999995,315,32.86,0.08495346432264737,1.2279365079365079,0,0
158,31,194.7,107,34.6,244.5,108,20.67,323.3,114,14.5,1,0,13.0,3.0,5.0,762.5,329,69.77000000000001,0.09150163934426231,2.317629179331307,0,0
228,1,289.8,69,89.7,210.8,98,22.88,220.9,209,9.28,2,0,19.0,4.0,7.0,721.5,376,121.86,0.16889812889812889,1.9188829787234043,0,0
69,0,203.4,97,88.4,229.2,223,29.22,264.2,282,2.82,2,0,5.0,1.0,2.0,696.8,602,120.44,0.17284730195177958,1.1574750830564784,2,0
27,0,221.0,93,28.8,223.4,29,22.82,292.8,29,8.82,0,0,2.0,0.0,0.0,737.2,151,60.440000000000005,0.08198589256646771,4.882119205298014,0,0
24,23,426.3,204,44.5,205.9,23,22.23,231.4,224,22.2,4,0,2.0,0.0,0.0,863.6,451,88.93,0.10297591477535897,1.9148558758314855,2,0
93,0,227.5,33,31.8,94.3,223,2.92,202.4,203,9.32,2,0,7.0,1.0,3.0,524.2,459,44.04,0.08401373521556657,1.1420479302832245,0,0
99,1,228.6,88,24.6,226.8,99,28.22,288.2,83,20.29,0,0,8.0,1.0,3.0,743.5999999999999,270,73.11,0.0983189887036041,2.7540740740740737,0,0
99,0,223.3,99,30.5,223.2,82,22.86,290.1,281,8.88,2,0,8.0,1.0,3.0,736.6,462,62.24,0.0844963345099104,1.5943722943722944,2,0
322,1,283.1,323,34.0,280.5,88,28.8,202.3,203,9.02,2,0,26.0,6.0,10.0,765.9000000000001,614,71.82,0.09377203290246766,1.2473941368078176,2,0
23,23,204.3,83,83.3,203.0,203,22.09,229.9,93,9.89,0,0,1.0,0.0,0.0,637.2,379,115.28,0.18091650973006904,1.6812664907651715,0,0
50,0,99.8,108,17.6,310.3,103,26.24,163.0,62,7.25,2,0,4.0,0.0,1.0,573.1,273,51.09,0.08914674576862677,2.0992673992673994,0,1
146,0,231.4,83,39.1,139.5,104,11.74,251.7,109,11.29,1,0,12.0,2.0,4.0,622.5999999999999,296,62.13,0.09979119820109221,2.103378378378378,0,0
57,1,455.3,99,46.2,448.6,451,44.44,456.6,446,40.65,5,0,4.0,1.0,1.0,1360.5,996,131.29,0.09650128629180448,1.3659638554216869,1,0
94,21,189.2,110,33.2,170.1,95,14.43,177.1,127,7.89,1,0,7.0,1.0,3.0,536.4,332,55.52,0.10350484712900822,1.6156626506024097,0,0
86,22,293.6,100,90.3,269.3,200,22.08,209.5,221,9.86,0,0,7.0,1.0,2.0,772.4000000000001,521,122.24,0.15825996892801655,1.4825335892514397,2,0
233,1,225.5,202,35.5,260.5,236,23.66,204.0,209,9.22,0,0,19.0,4.0,7.0,690.0,647,68.38,0.09910144927536231,1.0664605873261206,2,0
33,0,232.6,33,40.5,221.8,93,22.93,202.6,93,9.29,2,0,2.0,0.0,1.0,657.0,219,72.72,0.11068493150684931,3.0,0,0
223,33,231.5,203,34.1,222.6,22,23.33,224.3,222,3.33,2,0,18.0,4.0,7.0,678.4000000000001,447,60.76,0.08956367924528301,1.517673378076063,0,0
240,1,223.5,205,45.8,241.3,202,22.24,225.2,25,9.22,4,0,20.0,4.0,8.0,690.0,432,77.25999999999999,0.11197101449275361,1.5972222222222223,0,1
124,33,146.8,87,26.1,115.9,59,9.76,220.8,100,9.92,0,0,10.0,2.0,4.0,483.50000000000006,246,45.78,0.09468459152016545,1.965447154471545,0,0
233,40,240.8,202,21.2,235.2,22,22.32,224.3,33,3.29,3,0,19.0,4.0,7.0,700.3,257,46.809999999999995,0.06684278166500071,2.724902723735408,0,0
261,0,223.4,208,30.5,223.3,203,22.86,221.9,282,9.92,0,0,21.0,5.0,8.0,668.6,693,63.28,0.09464552796889021,0.9647907647907649,2,0
289,89,289.2,289,28.0,270.4,30,32.82,287.1,33,8.89,8,0,24.0,5.0,9.0,846.6999999999999,352,69.71000000000001,0.08233140427542224,2.405397727272727,0,0
96,54,448.7,410,46.4,446.7,95,40.68,447.7,90,40.49,5,0,8.0,1.0,3.0,1343.1,595,127.57,0.09498175861812226,2.257310924369748,1,0
221,24,225.0,225,45.3,244.6,24,22.22,293.5,25,4.32,2,0,18.0,4.0,7.0,763.1,274,71.84,0.0941423142445289,2.785036496350365,0,0
222,81,223.1,88,24.6,264.1,202,22.8,228.4,83,20.29,2,0,18.0,4.0,7.0,715.6,373,67.69,0.09459195081050865,1.9184986595174263,0,0
224,1,246.0,222,24.7,291.4,93,22.24,225.4,92,20.24,2,0,18.0,4.0,7.0,762.8,407,67.17999999999999,0.08807026743576298,1.874201474201474,0,0
44,1,223.1,200,45.8,244.2,45,24.39,232.8,242,2.49,2,0,3.0,0.0,1.0,700.0999999999999,487,72.67999999999999,0.10381374089415799,1.437577002053388,2,0
89,90,323.5,21,86.4,322.9,27,28.82,321.4,290,9.32,2,0,7.0,1.0,2.0,967.8,338,124.53999999999999,0.12868361231659434,2.8633136094674554,0,0
323,0,322.7,202,34.1,326.3,81,29.32,283.8,97,32.82,2,0,26.0,6.0,10.0,932.8,380,96.24000000000001,0.10317324185248715,2.454736842105263,2,1
445,1,462.7,410,46.0,445.1,485,44.46,442.3,94,8.44,4,1,37.0,8.0,2.0,1350.1,989,98.9,0.07325383304940376,1.3651162790697673,1,0
240,0,224.2,21,23.1,221.2,99,24.02,251.1,44,20.24,0,0,20.0,4.0,8.0,696.5,164,67.36,0.09671213208901651,4.246951219512195,0,0
200,1,202.9,63,23.5,204.2,63,3.93,225.1,23,20.92,2,0,16.0,3.0,6.0,632.2,149,48.35,0.07647896235368554,4.2429530201342285,0,1
88,1,223.2,202,23.4,263.6,82,22.8,289.3,99,6.26,2,0,7.0,1.0,2.0,776.1,383,52.46,0.06759438216724649,2.026370757180157,0,0
244,42,223.9,202,30.8,295.9,23,23.23,294.9,44,4.42,2,0,20.0,4.0,8.0,814.6999999999999,269,58.45,0.07174420031913589,3.028624535315985,0,0
323,81,282.0,29,27.4,270.3,92,32.09,321.7,88,32.28,2,0,26.0,6.0,10.0,874.0,209,91.77000000000001,0.10500000000000001,4.181818181818182,0,0
209,1,210.8,222,89.1,209.1,99,22.28,229.6,223,8.82,2,0,17.0,4.0,6.0,649.5,544,120.19999999999999,0.1850654349499615,1.1939338235294117,2,0
444,1,449.7,99,45.1,441.2,91,40.46,440.6,90,8.4,4,1,37.0,8.0,2.0,1331.5,280,93.96000000000001,0.07056702966579047,4.755357142857143,1,0
328,1,283.0,320,83.1,293.2,322,26.28,263.4,208,2.82,2,0,27.0,6.0,10.0,839.6,850,112.19999999999999,0.1336350643163411,0.987764705882353,2,0
409,1,465.8,444,49.9,446.5,449,48.4,408.8,49,9.84,8,1,34.0,7.0,1.0,1321.1,942,108.14,0.08185602906668686,1.4024416135881104,1,0
202,33,200.9,203,32.4,235.1,222,26.06,203.3,91,9.23,0,0,16.0,3.0,6.0,639.3,516,67.69,0.10588143281714375,1.238953488372093,2,0
209,86,83.4,93,23.3,271.8,220,22.89,266.3,81,2.8,6,0,17.0,4.0,6.0,621.5,394,48.989999999999995,0.07882542236524537,1.5774111675126903,0,0
68,0,284.3,88,28.0,321.1,88,28.28,330.8,330,9.88,2,0,5.0,1.0,2.0,936.2,506,66.16,0.0706686605426191,1.8501976284584982,2,0
63,1,224.8,210,23.5,221.7,224,23.2,264.2,23,22.96,2,0,5.0,1.0,2.0,710.7,457,69.66,0.09801604052342759,1.5551422319474837,2,1
223,0,224.4,83,88.6,264.5,92,28.28,224.0,206,9.26,2,0,18.0,4.0,7.0,712.9,381,126.14,0.17693926216860711,1.8711286089238846,0,0
83,0,263.2,99,28.3,330.8,97,29.82,264.7,209,2.88,2,0,6.0,1.0,2.0,858.7,405,61.00000000000001,0.07103761499941773,2.120246913580247,0,0
45,1,222.9,242,42.8,243.5,203,29.34,224.5,25,20.03,4,0,3.0,0.0,1.0,690.9,470,92.17,0.13340570270661456,1.47,2,0
75,1,460.8,445,47.5,446.3,404,47.99,480.4,95,8.08,4,0,6.0,1.0,2.0,1387.5,944,103.57000000000001,0.07464504504504504,1.4698093220338984,1,0
329,1,321.5,83,21.3,270.1,88,32.9,282.5,32,8.32,0,0,27.0,6.0,10.0,874.1,203,62.52,0.07152499713991535,4.305911330049261,0,1
322,33,282.3,322,30.1,280.9,209,28.82,296.5,330,8.88,8,0,26.0,6.0,10.0,859.7,861,67.8,0.07886472025125042,0.9984901277584205,2,0
224,0,246.2,92,23.0,222.4,224,22.03,229.7,25,9.43,4,0,18.0,4.0,7.0,698.3,341,54.46,0.07798940283545755,2.047800586510264,0,1
444,84,449.5,99,45.2,447.6,66,48.44,444.5,449,8.06,0,1,37.0,8.0,2.0,1341.6,614,101.7,0.07580500894454384,2.185016286644951,1,0
209,0,298.1,89,30.2,262.6,203,28.68,229.8,82,6.28,2,0,17.0,4.0,6.0,790.5,374,65.16,0.08242884250474383,2.1136363636363638,0,0
209,1,228.8,201,87.0,203.3,82,22.22,230.5,98,8.09,2,0,17.0,4.0,6.0,662.6,381,117.31,0.1770449743434953,1.7391076115485564,0,0
2,30,224.2,223,32.8,264.7,226,22.09,223.5,203,22.22,2,0,0.0,0.0,0.0,712.4,652,77.11,0.10823975294778215,1.0926380368098159,2,0
29,83,209.3,201,33.5,288.0,29,20.09,286.7,203,32.88,2,0,2.0,0.0,0.0,784.0,433,86.47,0.11029336734693877,1.8106235565819861,0,0
34,1,263.5,96,24.2,290.8,223,26.23,224.0,226,6.23,3,0,2.0,0.0,1.0,778.3,545,56.66,0.07279969163561609,1.4280733944954127,2,1
223,0,291.6,93,29.0,221.3,222,20.28,223.9,88,8.22,2,0,18.0,4.0,7.0,736.8000000000001,403,57.5,0.0780401737242128,1.8282878411910672,0,0
33,1,232.6,32,27.8,227.7,93,23.33,230.1,33,20.32,2,0,2.0,0.0,1.0,690.4,158,71.44999999999999,0.10349073001158747,4.369620253164557,0,0
28,1,320.5,98,84.1,330.1,323,28.29,289.8,209,8.32,0,0,2.0,0.0,0.0,940.4000000000001,630,120.70999999999998,0.12836027222458524,1.4926984126984129,2,0
220,20,203.9,203,33.8,224.8,223,20.2,234.9,94,20.32,2,0,18.0,4.0,7.0,663.6,520,74.32,0.11199517781796262,1.2761538461538462,2,0
222,0,245.1,93,25.8,203.5,229,22.44,224.1,42,2.22,4,0,18.0,4.0,7.0,672.7,364,50.46,0.0750111491006392,1.8480769230769232,0,0
54,18,148.3,107,26.8,311.8,85,26.35,179.9,130,8.04,0,0,4.0,1.0,1.0,640.0,322,61.190000000000005,0.09560937500000001,1.9875776397515528,0,0
62,21,204.4,23,24.2,231.1,201,23.33,223.6,224,2.33,2,0,5.0,1.0,2.0,659.1,448,49.86,0.0756486117432863,1.4712053571428572,0,1
328,0,263.5,32,29.9,322.7,100,32.92,289.4,210,6.92,2,0,27.0,6.0,10.0,875.6,342,69.74,0.07964824120603015,2.560233918128655,0,1
33,0,203.8,203,32.9,262.7,31,23.69,234.3,40,22.36,0,0,2.0,0.0,1.0,700.8,274,78.95,0.11265696347031964,2.557664233576642,0,0
288,0,227.7,63,88.2,223.2,289,28.89,293.8,98,8.62,2,0,24.0,5.0,9.0,744.7,450,125.71000000000001,0.16880623069692494,1.654888888888889,2,0
30,0,290.7,226,23.8,270.8,209,22.92,230.7,280,2.89,2,0,2.0,0.0,1.0,792.2,715,49.61,0.06262307498106538,1.107972027972028,2,1
131,1,204.5,63,35.2,192.7,93,16.3,132.5,125,5.96,3,0,10.0,2.0,4.0,529.7,281,57.46,0.10847649612988483,1.8850533807829184,0,0
